id,value
id_179,29.520011314408006
id_180,14.573965885700481
id_181,9.125563143203582
id_182,52.81258399813187
id_183,45.03953799438963
id_184,17.452434679183277
id_185,38.493935279714314
id_186,27.03891909264381
id_187,65.58170967424584
id_188,7.037306380769564
id_189,52.7144771341157
id_190,38.206459337049765
id_191,21.169801059557827
id_192,30.247556879488403
id_193,2.714422989716311
id_194,19.93293258764082
id_195,-3.413332337603908
id_196,32.44599940281314
id_197,10.582973029979893
id_198,21.775225707258514
id_199,62.465292065677886
id_200,24.132943687316413
id_201,26.20123964740091
id_202,63.74447723440289
id_203,2.8342977741290163
id_204,14.379246986978796
id_205,9.369850731753864
id_206,9.881166613595406
id_207,3.494945358972144
id_208,122.60804937921777
id_209,21.083513014480573
id_210,17.532220599455094
id_211,20.183098344597
id_212,36.39313221228184
id_213,34.935151205290694
id_214,18.830312661458642
id_215,38.34455552272328
id_216,77.91663413807038
id_217,1.7953235508882095
id_218,13.445827939135766
id_219,36.13115559041212
id_220,15.150403498166305
id_221,12.941848334417905
id_222,113.12524093786391
id_223,15.224604677934366
id_224,14.824025968612087
id_225,59.26735368854047
id_226,10.583695290718452
id_227,20.993062563532188
id_228,9.789365880830358
id_229,4.771180008705974
id_230,47.92780690481281
id_231,12.399438394750991
id_232,48.14647656264415
id_233,40.466380396564155
id_234,16.940590270332976
id_235,41.26654448941872
id_236,69.02789203372902
id_237,40.34624924412241
id_238,14.313743982871102
id_239,15.770726634219796
